numericID,Progress,Finished,Consent,Age,Gender,Gender_6_TEXT,Male,State,State2,LocalArea,Education,Education_7_TEXT,Employment,Income,Legal_TIME_First_Click,Legal_TIME_Last_Click,Legal_TIME_Page_Submit,Legal_TIME_Click_Count,Legal_Post,Legal_Pubs,Legal_All,NS_Fair,NS_Display,NS_Title,MEDIA,VenueInfo_Contact,VenueInfo_Hourly,ScreenMSG,Counselling_Treat,PC_TIME_First_Click,PC_TIME_Last_Click,PC_TIME_Page_Submit,PC_TIME_Click_Count,PC_Pokies,PC_All,SE_TIME_First_Click,SE_TIME_Last_Click,SE_TIME_Page_Submit,SE_TIME_Click_Count,SE_Pokies,SE_All,MaxBets,Resp_INDV,Resp_SNtwk,Resp_Design,Resp_Venues,Resp_Empl,Resp_Gvmt,Resp_Aust,Cards,Racing,SportsBetting,Dice,SkillGame,Pokies,Bingo,CasinoGames,LotteryScratch,None,Gambl_total,GamblMstDollars,GamblMstCents,PGSI_1,PGSI_2,PGSI_3,PGSI_4,PGSI_5,PGSI_6,PGSI_7,PGSI_8,PGSI_9,PGSI_total,PGSI_class,Gender_quota,Age_quota,Group,Group_N,Control,Brain,Design,Clubs,SpeedInterv,Speed1,Speed2,SpeedFinal,ArticleTime,ArticleTime2,ArticleCheck1,ArticleCheck2,TotalCheck
1388,100,TRUE,Yes,27,Female,NA,FALSE,New South Wales,New South Wales,Inner Regional,"A trade, technical certificate or diploma",NA,"Yes, full time",$800 - $999,1.72,13.195,13.96,10,Strongly Agree,Slightly Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,0.917,14.482,14.986,11,Strongly Agree,Strongly Agree,8.221,20.957,21.447,9,Strongly Agree,Strongly Agree,Slightly Disagree,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Strongly Agree,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,25-34,Control,1,1,0,0,0,NA,48,370,426,0,0,Control,Control,CTRL
1389,100,TRUE,Yes,40,Male,NA,TRUE,Victoria,Victoria,Major City,Year 10 or below,NA,"Yes, part time",$100 - $199,0.9,8.071,9.362,7,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Slightly Agree,Agree,Slightly Disagree,2.202,7.216,8.246,5,Slightly Agree,Agree,5.088,10.257,11.387,5,Slightly Disagree,Disagree,Slightly Disagree,Slightly Agree,Disagree,Slightly Disagree,Slightly Disagree,Agree,Agree,Slightly Disagree,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,Sometimes,Never,Never,Sometimes,Most of the time,Almost always,Never,Never,Almost always,10,High Risk,Male,35-44,Brain,2,0,1,0,0,75,218,365,603,46.332,10.857,Clinic,EpMeds,Failed
1391,100,TRUE,Yes,22,Female,NA,FALSE,New South Wales,New South Wales,Inner Regional,Undergraduate university degree,NA,"Yes, full time",Prefer not to say,1.263,15.02,15.446,16,Agree,Slightly Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Slightly Disagree,1.287,17.891,18.639,12,Slightly Agree,Slightly Agree,0.785,12.332,13.042,11,Strongly Agree,Strongly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Agree,Agree,Disagree,Slightly Agree,Slightly Disagree,0,0,0,0,0,0,0,0,0,TRUE,0,10,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,18-24,Brain,2,0,1,0,0,102,149,294,449,86.086,NA,Correct,NA,Correct
1393,100,TRUE,Yes,68,Male,NA,TRUE,Victoria,Victoria,Outer Regional,Year 12 or equivalent,NA,"No, not employed - not looking for work","$3,000 - $3,499",3.539,7.84,9.169,3,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Slightly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,21.331,22.9,24.355,2,Strongly Agree,Strongly Agree,18.232,20.945,22.799,3,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Male,65+,Design,3,0,0,1,0,81,140,367,530,59.063,NA,Correct,NA,Correct
1395,100,TRUE,Yes,19,Female,NA,FALSE,New South Wales,New South Wales,Inner Regional,Year 12 or equivalent,NA,"No, not employed - not looking for work",$1 - $99,1.918,96.523,97.017,30,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly Agree,4.82,50.446,50.994,19,Strongly Agree,Strongly Agree,6.959,30.868,31.301,13,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Slightly Agree,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,18-24,Clubs,4,0,0,0,1,203,598,925,1650,92.005,NA,Correct,NA,Correct
1397,100,TRUE,Yes,70,Female,NA,FALSE,New South Wales,New South Wales,Major City,Year 10 or below,NA,"No, not employed - not looking for work","$1,500 - $1,999",1.267,24.311,25.479,11,Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Agree,Agree,Agree,1.393,28.829,29.642,12,Agree,Agree,1.409,29.244,30.057,12,Agree,Agree,Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,0,0,0,0,0,0,0,0,0,TRUE,0,20,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,65+,Control,1,1,0,0,0,NA,143,608,803,0,0,Control,Control,CTRL
1400,100,TRUE,Yes,75,Male,NA,TRUE,New South Wales,New South Wales,Inner Regional,Year 10 or below,NA,"No, not employed - not looking for work",$600 - $799,6.419,15.319,17,3,Agree,Disagree,Strongly Disagree,Strongly Disagree,Slightly Agree,Strongly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,57.452,63.225,64.954,3,Disagree,Disagree,18.455,21.384,22.605,2,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Slightly Agree,Strongly Disagree,0,0,0,0,0,0,0,0,25,FALSE,25,50,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Male,65+,Clubs,4,0,0,0,1,135,232,532,779,105.085,NA,Correct,NA,Correct
1401,100,TRUE,Yes,74,Male,NA,TRUE,Victoria,Victoria,Inner Regional,Year 10 or below,NA,"No, not employed - not looking for work","$1,000 - $1,249",9.927,38.886,40.453,5,Strongly Agree,Slightly Disagree,Slightly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,51.735,56.744,58.133,2,Slightly Agree,Slightly Agree,18.316,19.502,23.977,2,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Slightly Agree,0,0,0,0,0,0,0,0,56,FALSE,56,20,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Male,65+,Control,1,1,0,0,0,NA,103,705,824,0,0,Control,Control,CTRL
1402,100,TRUE,Yes,58,Male,NA,TRUE,Victoria,Victoria,Major City,Undergraduate university degree,NA,"Yes, full time","$2,000 - $2,499",4.303,8.063,9.439,3,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Disagree,17.927,21.099,22.733,2,Slightly Agree,Slightly Agree,8.909,9.498,10.492,2,Slightly Agree,Slightly Agree,Slightly Disagree,Agree,Slightly Disagree,Disagree,Slightly Agree,Disagree,Slightly Agree,Strongly Disagree,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Male,55-64,Design,3,0,0,1,0,70,112,274,392,52.013,NA,Correct,NA,Correct
1404,100,TRUE,Yes,46,Female,NA,FALSE,Victoria,Victoria,Major City,Undergraduate university degree,NA,"Yes, casual",$200 - $299,7.069,19.598,20.712,6,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Agree,Agree,Agree,Agree,Disagree,9.606,22.814,23.729,5,Slightly Agree,Slightly Agree,17.297,20.58,21.526,4,Agree,Agree,Agree,Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,0,0,0,0,0,0,0,0,30,FALSE,30,25,0,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,1,Low Risk,Female,45-54,Clubs,4,0,0,0,1,78,182,422,637,47.242,NA,Correct,NA,Correct
1412,100,TRUE,Yes,42,Male,NA,TRUE,Victoria,Victoria,Major City,"A trade, technical certificate or diploma",NA,"Yes, full time","$2,000 - $2,499",10.18,31.869,33.559,3,Strongly Agree,Slightly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Slightly Agree,Strongly Agree,Agree,Strongly Agree,Slightly Agree,80.135,90.746,91.509,3,Agree,Slightly Agree,16.303,20.615,21.344,2,Strongly Agree,Strongly Agree,Slightly Disagree,Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Disagree,Agree,Agree,0,0,10,0,0,0,0,0,4,FALSE,14,100,0,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,5,Moderate Risk,Male,35-44,Design,3,0,0,1,0,407,592,4137,4867,126.464,NA,Correct,NA,Correct
1413,100,TRUE,Yes,49,Female,NA,FALSE,New South Wales,New South Wales,Major City,Undergraduate university degree,NA,"No, not employed - not looking for work","$2,000 - $2,499",46.748,50.482,51.29,3,Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Agree,Agree,Agree,Agree,Agree,Slightly Disagree,66.405,68.779,69.497,2,Slightly Disagree,Slightly Disagree,62.117,63.917,64.848,2,Agree,Agree,Slightly Disagree,Strongly Agree,Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,45-54,Design,3,0,0,1,0,369,467,2032,2514,105.831,NA,Correct,NA,Correct
1414,100,TRUE,Yes,30,Female,NA,FALSE,Victoria,Victoria,Major City,"A trade, technical certificate or diploma",NA,"No, not employed - looking for work","$2,000 - $2,499",3.923,16.443,18.06,7,Slightly Agree,Slightly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,25.256,29.656,31.041,4,Strongly Agree,Strongly Agree,13.758,19.337,20.054,5,Strongly Agree,Strongly Agree,Strongly Agree,Slightly Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,0,0,0,0,0,0,0,0,3,FALSE,3,0,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,25-34,Brain,2,0,1,0,0,79,219,472,823,55.552,NA,Correct,NA,Correct
1416,100,TRUE,Yes,29,Female,NA,FALSE,New South Wales,New South Wales,Major City,Year 12 or equivalent,NA,"Yes, part time","$2,000 - $2,499",8.533,93.404,94.36,3,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Slightly Disagree,Disagree,Slightly Agree,Disagree,Strongly Disagree,Disagree,37.887,39.643,41.075,2,Strongly Disagree,Strongly Disagree,63.94,69.903,70.912,3,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,0,4,4,0,0,4,0,0,1,FALSE,13,100,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,25-34,Clubs,4,0,0,0,1,138,713,4195,4915,114.088,NA,Correct,NA,Correct
1417,100,TRUE,Yes,52,Male,NA,TRUE,New South Wales,New South Wales,Major City,Postgraduate degree,NA,"Yes, full time","$1,000 - $1,249",0.988,13.292,13.955,14,Agree,Slightly Agree,Slightly Agree,Strongly Disagree,Slightly Disagree,Agree,Slightly Agree,Slightly Agree,Agree,Strongly Agree,Strongly Agree,0.87,15.49,16.509,9,Agree,Slightly Disagree,0.864,5.363,5.925,5,Strongly Agree,Agree,Agree,Slightly Agree,Strongly Disagree,Slightly Agree,Slightly Agree,Disagree,Slightly Agree,Disagree,0,10,10,0,0,0,0,0,3,FALSE,23,50,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Male,45-54,Design,3,0,0,1,0,69,113,534,657,46.266,NA,Correct,NA,Correct
1418,100,TRUE,Yes,75,Male,NA,TRUE,New South Wales,New South Wales,Major City,"A trade, technical certificate or diploma",NA,"No, not employed - not looking for work","$1,250 - $1,499",14.492,29.756,31.514,3,Agree,Disagree,Disagree,Disagree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,37.683,45.155,47.23,2,Slightly Disagree,Slightly Disagree,33.589,37.285,39.335,2,Slightly Agree,Slightly Agree,Strongly Agree,Agree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Agree,6,0,0,0,0,2,0,0,4,FALSE,12,10,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Male,65+,Brain,2,0,1,0,0,243,324,635,985,199.852,NA,Correct,NA,Correct
1419,100,TRUE,Yes,30,Female,NA,FALSE,Victoria,Victoria,Major City,"A trade, technical certificate or diploma",NA,"Yes, full time","$1,500 - $1,999",4.976,10.648,11.362,4,Strongly Agree,Slightly Agree,Slightly Agree,Disagree,Slightly Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,5.492,7.236,8.461,2,Strongly Agree,Strongly Agree,65.975,66.398,67.416,2,Strongly Agree,Strongly Agree,Agree,Slightly Agree,Disagree,Slightly Agree,Strongly Agree,Slightly Disagree,Agree,Slightly Agree,0,0,0,0,0,0,0,0,0,TRUE,0,15,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,25-34,Clubs,4,0,0,0,1,70,130,461,596,47.993,NA,Correct,NA,Correct
1420,100,TRUE,Yes,26,Female,NA,FALSE,New South Wales,New South Wales,Inner Regional,Undergraduate university degree,NA,"Yes, full time","$1,500 - $1,999",143.456,148.793,151.357,3,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,I Don't Know,Strongly Agree,Agree,Agree,Agree,Agree,Agree,8.629,10.217,11.278,2,Agree,Agree,6.475,7.834,8.846,2,Agree,Agree,Agree,Slightly Disagree,Disagree,Agree,Agree,Slightly Agree,Agree,Agree,0,0,0,0,0,2,0,0,0,FALSE,2,20,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,25-34,Control,1,1,0,0,0,NA,50,403,466,0,0,Control,Control,CTRL
1421,100,TRUE,Yes,23,Male,NA,TRUE,New South Wales,New South Wales,Major City,Undergraduate university degree,NA,"No, not employed - looking for work",$800 - $999,1.145,12.433,12.889,15,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,1.799,10.192,10.522,11,Agree,Agree,0.78,7.166,7.601,9,Agree,Agree,Slightly Disagree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Slightly Agree,2,0,0,0,0,0,0,0,0,FALSE,2,20,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Male,18-24,Brain,2,0,1,0,0,67,125,286,431,51.365,NA,Correct,NA,Correct
1424,100,TRUE,Yes,34,Female,NA,FALSE,Victoria,Victoria,Major City,Year 11 or equivalent,NA,"Yes, full time",$600 - $799,2.905,12.948,13.534,11,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly Agree,0.822,12.826,13.673,11,Strongly Agree,Slightly Agree,2.822,8.013,8.701,8,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Slightly Agree,0,0,0,0,0,0,0,0,2,FALSE,2,40,0,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,1,Low Risk,Female,25-34,Design,3,0,0,1,0,64,111,354,471,46.11,NA,Correct,NA,Correct
1426,100,TRUE,Yes,21,Female,NA,FALSE,New South Wales,New South Wales,Major City,Undergraduate university degree,NA,"No, not employed - not looking for work","$1,000 - $1,249",2.276,30.875,31.678,8,Agree,Slightly Agree,Slightly Agree,I Don't Know,Slightly Agree,Slightly Disagree,Agree,Agree,Agree,Agree,Agree,1.017,13.462,14.226,5,Agree,Agree,1.02,12.196,12.924,5,Slightly Agree,Slightly Agree,Strongly Agree,Agree,Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,18-24,Control,1,1,0,0,0,NA,112,552,676,0,0,Control,Control,CTRL
1427,100,TRUE,Yes,30,Female,NA,FALSE,New South Wales,New South Wales,Major City,Year 12 or equivalent,NA,"No, not employed - not looking for work",$100 - $199,1.585,14.449,14.494,8,Slightly Agree,Disagree,Disagree,Disagree,Disagree,Slightly Disagree,Slightly Agree,Strongly Agree,Slightly Agree,Agree,Strongly Agree,1.101,5.886,6.759,4,Strongly Agree,Strongly Agree,1.159,7.175,8.175,5,Strongly Agree,Strongly Agree,Slightly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Slightly Agree,Strongly Agree,Agree,0,0,0,0,0,0,0,0,1,FALSE,1,50,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,25-34,Clubs,4,0,0,0,1,119,198,362,571,52.836,28.949,Again,Correct,Correct
1434,100,TRUE,Yes,65,Male,NA,TRUE,New South Wales,New South Wales,Outer Regional,"A trade, technical certificate or diploma",NA,"No, not employed - not looking for work",$600 - $799,12.214,24.177,25.46,3,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,49.827,57.907,58.612,2,Disagree,Strongly Agree,31.607,33.484,34.661,2,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Slightly Disagree,Strongly Agree,Slightly Agree,0,0,0,0,0,0,0,0,52,FALSE,52,5,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Male,65+,Control,1,1,0,0,0,NA,109,618,741,0,0,Control,Control,CTRL
1436,100,TRUE,Yes,33,Female,NA,FALSE,Victoria,Victoria,Major City,Undergraduate university degree,NA,"Yes, full time","$1,250 - $1,499",0.864,18.792,20.795,24,Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,I Don't Know,I Don't Know,Agree,Strongly Agree,Agree,Strongly Agree,Slightly Agree,0.742,31.106,31.684,32,Slightly Agree,Agree,0.923,18.527,19.264,16,Slightly Agree,Slightly Agree,Slightly Disagree,Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,25-34,Clubs,4,0,0,0,1,86,147,741,892,70.893,NA,Correct,NA,Correct
1441,100,TRUE,Yes,71,Female,NA,FALSE,Victoria,Victoria,Inner Regional,Year 10 or below,NA,"No, not employed - not looking for work",$600 - $799,10.305,33.711,35.323,3,Strongly Agree,Agree,Slightly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,32.48,38.575,40.178,2,Strongly Agree,Strongly Agree,10.71,14.469,16.222,2,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,0,600,0,0,0,0,0,0,120,FALSE,720,50,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,65+,Control,1,1,0,0,0,NA,140,743,1458,0,0,Control,Control,CTRL
1448,100,TRUE,Yes,46,Male,NA,TRUE,New South Wales,New South Wales,Inner Regional,Year 10 or below,NA,"Yes, full time","$1,000 - $1,249",2.197,18.574,19.246,16,Slightly Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Slightly Agree,Agree,Slightly Agree,Disagree,Disagree,10.872,36.202,36.936,17,Slightly Disagree,Slightly Disagree,2.197,7.467,8.251,9,Slightly Disagree,Slightly Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,0,12,0,0,0,12,0,0,0,FALSE,24,100,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Male,45-54,Control,1,1,0,0,0,NA,48,439,494,0,0,Control,Control,CTRL
1451,100,TRUE,Yes,56,Female,NA,FALSE,New South Wales,New South Wales,Outer Regional,"A trade, technical certificate or diploma",NA,"Yes, part time","$3,500 - $3,999",18.535,32.298,33.372,3,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,41.064,47.311,48.536,2,Slightly Agree,Slightly Agree,19.184,25.599,28.118,2,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Agree,Slightly Agree,0,0,0,0,0,0,0,0,15,FALSE,15,50,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,55-64,Design,3,0,0,1,0,147,259,665,937,109.702,NA,Correct,NA,Correct
1453,100,TRUE,Yes,22,Female,NA,FALSE,New South Wales,New South Wales,Major City,Year 12 or equivalent,NA,"Yes, casual","$1,000 - $1,249",20.222,22.102,22.735,4,Slightly Agree,Slightly Agree,Slightly Agree,Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,2.808,4.359,5.626,2,Slightly Agree,Slightly Agree,2.033,4.037,68.856,3,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,18-24,Control,1,1,0,0,0,NA,75,445,534,0,0,Control,Control,CTRL
1461,100,TRUE,Yes,66,Female,NA,FALSE,New South Wales,New South Wales,Inner Regional,Year 12 or equivalent,NA,"No, not employed - not looking for work",$600 - $799,8.982,26.268,27.405,3,Strongly Agree,Strongly Agree,Slightly Agree,Strongly Disagree,I Don't Know,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,33.558,39.922,41.408,2,Strongly Agree,Strongly Agree,29.149,32.375,33.512,2,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly Agree,Agree,Agree,Disagree,Strongly Agree,Slightly Agree,0,1,0,0,0,10,0,0,200,FALSE,211,25,0,Never,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,2,Low Risk,Female,65+,Brain,2,0,1,0,0,1312,1427,817,2269,623.528,651.175,Again,Correct,Correct
1465,100,TRUE,Yes,53,Female,NA,FALSE,Victoria,Victoria,Major City,Year 10 or below,NA,"No, not employed - not looking for work",$600 - $799,1.868,40.995,42.082,7,Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,5.763,114.43,115.23,12,Agree,Agree,2.686,15.657,18,7,Agree,Agree,Agree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Disagree,Agree,Disagree,0,0,0,0,0,0,0,0,0,TRUE,0,75,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Female,45-54,Control,1,1,0,0,0,NA,349,840,1208,0,0,Control,Control,CTRL
1466,100,TRUE,Yes,71,Male,NA,TRUE,New South Wales,New South Wales,Inner Regional,Year 11 or equivalent,NA,"No, not employed - not looking for work",$800 - $999,13.114,24.209,26.888,3,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,49.999,54.431,55.906,2,Agree,Agree,20.858,23.5,24.938,2,Agree,Agree,Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Disagree,0,52,0,0,0,10,0,0,4,FALSE,66,300,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Male,65+,Brain,2,0,1,0,0,269,418,756,1206,227.297,NA,Correct,NA,Correct
1467,100,TRUE,Yes,28,Female,NA,FALSE,Victoria,Victoria,Major City,Undergraduate university degree,NA,"Yes, full time","$3,000 - $3,499",1.764,16.754,17.7,19,Strongly Agree,Strongly Agree,Slightly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,1.197,28.205,28.857,17,Strongly Agree,Strongly Agree,2.944,20.985,21.491,15,Agree,Agree,Agree,Agree,Slightly Agree,Strongly Agree,Strongly Agree,Slightly Disagree,Agree,Agree,0,0,0,0,0,0,0,0,0,TRUE,0,5,0,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,1,Low Risk,Female,25-34,Design,3,0,0,1,0,106,186,469,669,87.208,NA,Correct,NA,Correct
1468,100,TRUE,Yes,47,Male,NA,TRUE,Victoria,Victoria,Major City,Postgraduate degree,NA,"Yes, full time","$2,000 - $2,499",5.072,22.083,23.976,9,Slightly Agree,Slightly Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,7.021,27.113,28.659,9,Slightly Agree,Agree,3.35,16.585,17.463,6,Agree,Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,0,0,0,0,0,0,0,0,12,FALSE,12,250,0,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,No Harm,Male,45-54,Design,3,0,0,1,0,222,435,643,1148,194.218,NA,Correct,NA,Correct
1470,100,TRUE,Yes,19,Female,NA,FALSE,Victoria,Victoria,Inner Regional,Postgraduate degree,NA,"No, not employed - not looking for work","$1,000 - $1,249",2.202,4.086,4.793,3,Slightly Agree,Disagree,Agree,Slightly Disagree,Disagree,Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,1.522,4.16,4.788,3,Disagree,Slightly Disagree,1.702,2.658,3.834,2,Agree,Slightly Disagree,Slightly Disagree,Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Disagree,Disagree,Slightly Agree,0,0,65,35,0,0,0,0,0,FALSE,100,NA,0,Most of the time,Never,Never,Sometimes,Most of the time,Most of the time,Almost always,Sometimes,Almost always,14,High Risk,Female,18-24,Control,1,1,0,0,0,NA,131,390,528,0,0,Control,Control,CTRL
